,state_id,NAME,ADDRESS,CITY,ZIP,OWNER,BEDS,RATING,WEBSITE
0,42,HOUSTON METHODIST SAN JACINTO HOSPITAL ALEXANDER CAMPUS,1700 JAMES BOWIE DRIVE,BAYTOWN,77520,NON-PROFIT,182.0,4.5,http://www.houstonmethodist.org/locations/san-jacinto-baytown/
1,42,PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,16750 RED OAK DR,HOUSTON,77090,PROPRIETARY,16.0,4.0,http://phnh.net/
2,42,MCCALLEN MEDICAL CENTER,301 WEST EXPRESSWAY 83,MCALLEN,78503,PROPRIETARY,441.0,4.0,http://www.mcallenmedicalcenter.com/
3,42,FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,JACKSBORO,76458,PROPRIETARY,17.0,3.6,https://www.fchtexas.com
4,42,FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,JACKSBORO,76458,PROPRIETARY,17.0,3.6,http://www.faithcommunityhospital.com
5,42,FAITH COMMUNITY HOSPITAL,717 MAGNOLIA STREET,JACKSBORO,76458,GOVERNMENT - DISTRICT/AUTHORITY,41.0,3.6,https://www.fchtexas.com
6,42,FAITH COMMUNITY HOSPITAL,717 MAGNOLIA STREET,JACKSBORO,76458,GOVERNMENT - DISTRICT/AUTHORITY,41.0,3.6,http://www.faithcommunityhospital.com
7,42,COVENANT MEDICAL CENTER - LAKESIDE,4000 24TH STREET,LUBBOCK,79410,NON-PROFIT,196.0,4.0,http://www.covenanthealth.org/
8,42,WOODLANDS SPECIALTY HOSPITAL PLLC,25440 I 45 NORTH,THE WOODLANDS,77386,PROPRIETARY,6.0,3.0,http://woodlandsspecialtyhospital.com/
9,42,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI SHORELINE,600 ELIZABETH STREET,CORPUS CHRISTI,78404,NON-PROFIT,557.0,2.6,http://www.christusspohn.org/Shoreline
10,42,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,13725 NORTHWEST BLVD,CORPUS CHRISTI,78410,PROPRIETARY,89.0,3.3,http://ccmedicalcenter.com/
11,42,REAGAN MEMORIAL HOSPITAL,1300 N MAIN AVE,BIG LAKE,76932,GOVERNMENT - DISTRICT/AUTHORITY,7.0,3.0,http://reaganhealth.com/
12,42,REAGAN MEMORIAL HOSPITAL,1300 N MAIN AVE,BIG LAKE,76932,GOVERNMENT - DISTRICT/AUTHORITY,7.0,3.0,NOT AVAILABLE
13,42,REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN AVENUE,BIG LAKE,76932,GOVERNMENT - DISTRICT/AUTHORITY,14.0,3.0,http://reaganhealth.com/
14,42,REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN AVENUE,BIG LAKE,76932,GOVERNMENT - DISTRICT/AUTHORITY,14.0,3.0,NOT AVAILABLE
15,42,BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA,SUITE 100",ROCKWALL,75087,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/rockwall/
16,42,BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA,SUITE 100",ROCKWALL,75087,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
17,42,BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA,SUITE 100",ROCKWALL,75087,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
18,42,BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA,SUITE 100",ROCKWALL,75087,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
19,42,BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA,SUITE 100",ROCKWALL,75087,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
20,42,BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA,SUITE 100",ROCKWALL,75087,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
21,42,BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN,SUITE 100",KELLER,76248,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/rockwall/
22,42,BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN,SUITE 100",KELLER,76248,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
23,42,BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN,SUITE 100",KELLER,76248,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
24,42,BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN,SUITE 100",KELLER,76248,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
25,42,BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN,SUITE 100",KELLER,76248,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
26,42,BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN,SUITE 100",KELLER,76248,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
27,42,BAYLOR EMERGENCY MEDICAL CENTER,"12500 SOUTH FREEWAY,SUITE 100",BURLESON,76028,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/rockwall/
28,42,BAYLOR EMERGENCY MEDICAL CENTER,"12500 SOUTH FREEWAY,SUITE 100",BURLESON,76028,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
29,42,BAYLOR EMERGENCY MEDICAL CENTER,"12500 SOUTH FREEWAY,SUITE 100",BURLESON,76028,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
30,42,BAYLOR EMERGENCY MEDICAL CENTER,"12500 SOUTH FREEWAY,SUITE 100",BURLESON,76028,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
31,42,BAYLOR EMERGENCY MEDICAL CENTER,"12500 SOUTH FREEWAY,SUITE 100",BURLESON,76028,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
32,42,BAYLOR EMERGENCY MEDICAL CENTER,"12500 SOUTH FREEWAY,SUITE 100",BURLESON,76028,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
33,42,BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287,SUITE 100",MANSFIELD,76063,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/rockwall/
34,42,BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287,SUITE 100",MANSFIELD,76063,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
35,42,BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287,SUITE 100",MANSFIELD,76063,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
36,42,BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287,SUITE 100",MANSFIELD,76063,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
37,42,BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287,SUITE 100",MANSFIELD,76063,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
38,42,BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287,SUITE 100",MANSFIELD,76063,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
39,42,BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,COLLEYVILLE,76034,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/rockwall/
40,42,BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,COLLEYVILLE,76034,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
41,42,BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,COLLEYVILLE,76034,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
42,42,BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,COLLEYVILLE,76034,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
43,42,BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,COLLEYVILLE,76034,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
44,42,BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,COLLEYVILLE,76034,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
45,42,BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544,SUITE 100",MURPHY,75094,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/rockwall/
46,42,BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544,SUITE 100",MURPHY,75094,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
47,42,BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544,SUITE 100",MURPHY,75094,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
48,42,BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544,SUITE 100",MURPHY,75094,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
49,42,BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544,SUITE 100",MURPHY,75094,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
50,42,BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544,SUITE 100",MURPHY,75094,PROPRIETARY,8.0,2.7,http://www.bayloremc.com/
51,42,MEDICAL CENTER OF ALLIANCE,3101 NORTH TARRANT PARKWAY,FORT WORTH,76177,PROPRIETARY,55.0,2.5,http://medicalcityalliance.com/
52,42,TEXAS HEALTH HOSPITAL CLEARFORK,5400 CLEARFORK MAIN ST,FORT WORTH,76109,NON-PROFIT,54.0,4.2,https://www.texashealth.org/clearfork/Pages/default.aspx
53,42,SHANNON MEDICAL CENTER ST JOHNS CAMPUS,2018 PULLIAM STREET,SAN ANGELO,76905,NON-PROFIT,108.0,5.0,http://www.shannonhealth.com/
54,42,DETAR NORTH,101 MEDICAL DRIVE,VICTORIA,77904,PROPRIETARY,115.0,4.4,http://www.detar.com/DeTar-Healthcare-System/home.aspx
55,42,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DR,DECATUR,76234,GOVERNMENT - DISTRICT/AUTHORITY,99.0,2.7,http://www.wiseregional.com
56,42,UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,301 UNIVERSITY BOULEVARD,GALVESTON,77550,GOVERNMENT - STATE,370.0,5.0,http://www.utmb.edu
57,42,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY ROAD,GREENVILLE,76048,PROPRIETARY,83.0,3.7,http://www.lakegranburymedicalcenter.com/Lake-Granbury-Medical-Center/Home.aspx
58,42,LIMESTONE MEDICAL CENTER,701 MCCLINTIC DR.,HAMLIN,76642,GOVERNMENT - DISTRICT/AUTHORITY,20.0,3.6,http://www.lmchospital.com
59,42,MEMORIAL HERMANN SOUTHWEST HOSPITAL,7600 BEECHNUT STREET,HOUSTON,77074,NON-PROFIT,547.0,2.7,http://www.memorialhermann.org/locations/southwest/
60,42,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,HOUSTON,77065,PROPRIETARY,180.0,2.6,http://www.cyfairhospital.com
61,42,KINDRED HOSPITAL - TARRANT COUNTY,1000 NORTH COOPER STREET,ARLINGTON,76011,PROPRIETARY,68.0,3.9,http://www.kindredhospitalarl.com/
62,42,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN STREET,HOUSTON,77030,PROPRIETARY,116.0,3.5,http://www.khhouston.com/
63,42,LAMB HEALTHCARE CENTER,1500 SOUTH SUNSET AVENUE,LITTLEFIELD,79339,GOVERNMENT - LOCAL,75.0,4.0,http://www.lambhc.org/
64,42,BAYSHORE MEDICAL CENTER,4000 SPENCER HIGHWAY,PASADENA,77504,PROPRIETARY,350.0,3.6,http://www.bchs.com
65,42,BAYSHORE MEDICAL CENTER,4000 SPENCER HIGHWAY,PASADENA,77504,PROPRIETARY,350.0,3.6,http://www.bayshoremedical.com
66,42,PLUM CREEK SPECIALTY HOSPITAL,5601 PLUM CREEK DRIVE,AMARILLO,79124,PROPRIETARY,47.0,1.6,http://www.specialtyhospital-plumcreek.net
67,42,VIBRA HOSPITAL OF AMARILLO,7501 WALLACE BLVD,AMARILLO,79106,PROPRIETARY,72.0,3.0,http://www.khamarillo.com/
68,42,WARD MEMORIAL HOSPITAL,406 SOUTH GARY STREET,MONAHANS,79756,GOVERNMENT - LOCAL,25.0,2.9,http://www.wardmemorial.org
69,42,CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER,"1900 PINE,7TH FLOOR",ABILENE,79601,NON-PROFIT,46.0,,NOT AVAILABLE
70,42,TEXAS NEUROREHAB CENTER,"1106 WEST DITTMAR ROAD,BUILDING 9",AUSTIN,78745,PROPRIETARY,47.0,4.1,http://www.texasneurorehab.com
71,42,CORNERSTONE HOSPITAL OF AUSTIN,4207 BURNET ROAD,AUSTIN,78756,PROPRIETARY,103.0,3.9,http://www.chghospitals.com/austin/
72,42,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,"2830 CALDER AVENUE,4TH FLOOR",BEAUMONT,77702,NON-PROFIT,51.0,1.9,http://www.dubuis.org/BeaumontandPortArthurSystem-CHRISTUSDubuisHospitalofBeaumont
73,42,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH,860 SOUTH 8TH STREET,BEAUMONT,77701,PROPRIETARY,18.0,1.9,http://www.christusdubuis.org/BeaumontandPortArthurSystem-CHRISTUSDubuisHospitalofBeaumont
74,42,SELECT SPECIALTY HOSPITAL - DALLAS,2329 PARKER ROAD,CARROLLTON,75010,PROPRIETARY,60.0,3.6,http://www.selectspecialtyhospitals.com/company/locations/dallas.aspx
75,42,KINDRED HOSPITAL EAST HOUSTON,15101 EAST FREEWAY,CHANNELVIEW,77530,PROPRIETARY,83.0,5.0,http://www.kheasthouston.com
76,42,CORNERSTONE HOSPITAL CONROE,1500 GRAND LAKE DRIVE,CONROE,76208,PROPRIETARY,41.0,4.0,http://www.chghospitals.com/conroe/
77,42,ATRIUM MEDICAL CENTER AT CORINTH,3305 CORINTH PARKWAY,CORINTH,78465,PROPRIETARY,40.0,,http://www.atriumhealthcare.net
78,42,EAST TEXAS MEDICAL CENTER - QUITMAN,117 WINNSBORO STREET,QUITMAN,75783,NON-PROFIT,25.0,,http://www.etmc.org/etmcquitman/
79,42,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER STREET,QUANAH,79252,GOVERNMENT - DISTRICT/AUTHORITY,24.0,4.0,http://www.hcmhosp.com/
80,42,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,ROUND ROCK,78681,NON-PROFIT,173.0,4.3,http://www.stdavids.com/home.aspx
81,42,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,75032,PROPRIETARY,50.0,3.0,http://www.phrtexas.com
82,42,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,"600 ELIZABETH STREET,THIRD FLOOR",CORPUS CHRISTI,78413,NON-PROFIT,22.0,3.0,http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-corpus-christi/
83,42,TEXAS CENTER FOR INFECTIOUS DISEASE,2303 SOUTHEAST MILITARY DRIVE,SAN ANTONIO,78223,GOVERNMENT - STATE,72.0,2.9,http://www.dshs.state.tx.us/tcid/default.shtm
84,42,BAYLOR SPECIALTY HOSPITAL,3504 SWISS AVENUE,DALLAS,75204,NON-PROFIT,68.0,,http://www.baylorhealth.com/PhysiciansLocations/Dallas/VisitorsGuide/MapsLocations/Pages/BaylorSpecialtyHospital.aspx
85,42,LIFECARE HOSPITALS OF DALLAS,1950 RECORD CROSSING ROAD,DALLAS,75235,PROPRIETARY,60.0,4.0,http://www.lifecare-hospitals.com/hospital/dallas
86,42,KINDRED HOSPITAL DALLAS CENTRAL,"8050 MEADOW ROAD,FIRST FLOOR",DALLAS,75231,PROPRIETARY,60.0,4.3,http://www.khdallascentral.com/
87,42,INTEGRITY TRANSITIONAL HOSPITAL,2813 SOUTH MAYHILL ROAD,DENTON,76208,PROPRIETARY,54.0,2.2,http://www.ithdenton.com
88,42,MESA HILL SPECIALTY HOSPITAL,2311 NORTH OREGON STREET,EL PASO,79902,PROPRIETARY,32.0,1.0,http://www.encore-healthcare.com/mesa_hills/index.aspx
89,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.seminolehospitaldistrict.com
90,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.logansportmemorial.org
91,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.memorialhcs.org
92,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.memorialcommunityhealth.org/
93,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.memhosp.com
94,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.mhsks.org
95,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.gonzaleshealthcare.com/
96,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.conversehospital.com
97,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.stilwellmemorialhospital.com
98,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.mchd.net/getpage.php?name=about
99,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,NOT AVAILABLE
100,42,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,79360,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.5,http://www.mhcs.us/
101,42,MEMORIAL HOSPITAL,1110 N SARAH DEWITT DRIVE,GRAPEVINE,78629,GOVERNMENT - DISTRICT/AUTHORITY,34.0,4.5,http://www.seminolehospitaldistrict.com
